entity_id,category,category_readable,entity_alias,entity_alias_basket,entity_alias_readable,entity_alias_synonyms,entity_alias_url,natural_source_name,natural_source_url
701,fruit-berry,Berry,,,Boysenberry,Boysenberry,https://en.wikipedia.org/wiki/Boysenberry,Rubus,https://en.wikipedia.org/wiki/Rubus
702,plant,Plant,,,Rowal,Rowal,https://en.wikipedia.org/wiki/Rowal,Pangium,https://en.wikipedia.org/wiki/Pangium
703,fungus,Fungus,,,Jew's ear,"Wood ear, Jelly ear",https://en.wikipedia.org/wiki/Jew%27s_ear,Auricularia,https://en.wikipedia.org/wiki/Auricularia
704,fungus,Fungus,,,Shiitake,Shiitake,https://en.wikipedia.org/wiki/Shiitake,Lentinula,https://en.wikipedia.org/wiki/Lentinula
705,fishseafood-fish,Seafood,,,Purple laver,Purple laver,https://en.wikipedia.org/wiki/Porphyra,Seaweed,https://en.wikipedia.org/wiki/Seaweed
706,fishseafood-fish,Seafood,,,Wakame,Wakame,https://en.wikipedia.org/wiki/Wakame,Edible seaweed,https://en.wikipedia.org/wiki/Edible_seaweed
707,fungus,Fungus,,,Enokitake,"Enokidake, Enoki",https://en.wikipedia.org/wiki/Enokitake,Flammulina,https://en.wikipedia.org/wiki/Flammulina
708,herb,Herb,,,Epazote,"Wormseed, Jesuit's tea, Mexican-tea, Payqu, Epazote, Herba sancti MariÃ_,",https://en.wikipedia.org/wiki/Epazote,Dysphania,https://en.wikipedia.org/wiki/Dysphania_(plant)
709,fungus,Fungus,,,Oyster mushroom,"Abalone mushrooms , Tree mushrooms",https://en.wikipedia.org/wiki/Oyster_mushroom,Pleurotaceae,https://en.wikipedia.org/wiki/Pleurotaceae
710,fungus,Fungus,,,Cloud ear fungus,"Black fungus, black Chinese fungus (or mushroom), Wood ear fungus, Wood fungus, Ear fungus, Tree ear fungus",https://en.wikipedia.org/wiki/Cloud_ear_fungus,Jelly fungus,https://en.wikipedia.org/wiki/Jelly_fungus
711,fungus,Fungus,,,Maitake,"Hen of the woods, Ram's head, Sheep's head. ",https://en.wikipedia.org/wiki/Maitake,Grifola,https://en.wikipedia.org/wiki/Grifola
712,plant,Plant,,,Ostrich fern," Fiddlehead fern, Shuttlecock fern",https://en.wikipedia.org/wiki/Ostrich_fern,Fern,https://en.wikipedia.org/wiki/Fern
713,fishseafood-fish,Fish,,,Spot croaker,Norfolk spot,https://en.wikipedia.org/wiki/Spot_croaker, Leiostomus,https://en.wikipedia.org/wiki/Spot_croaker
714,herb,Herb,,,Sourdock,Arctic dock,https://en.wikipedia.org/wiki/Rumex_arcticus,Rumex,https://en.wikipedia.org/wiki/Rumex
715,vegetable-gourd,Gourd,,,Tinda,"Indian squash, Round melon, Indian round gourd, Apple gourd, Indian baby pumpkin",https://en.wikipedia.org/wiki/Tinda,Cucurbitaceae,https://en.wikipedia.org/wiki/Cucurbitaceae
716,fishseafood-fish,Fish,,,Atlantic menhaden,Atlantic menhaden,https://en.wikipedia.org/wiki/Atlantic_menhaden,Menhaden,https://en.wikipedia.org/wiki/Menhaden
717,plant,Plant,,,Agave,Agave,https://en.wikipedia.org/wiki/Agave,Agavoideae,https://en.wikipedia.org/wiki/Agavoideae
718,herb,Herb,,,Narrowleaf cattail," Lesser bulrush, Narrowleaf cattail, Lesser reedmace",https://en.wikipedia.org/wiki/Narrowleaf_cattail,Typha,https://en.wikipedia.org/wiki/Typha
719,fishseafood-seafood,Seafood,,,Jellyfish,Jellies,https://en.wikipedia.org/wiki/Jellyfish,Medusozoa,https://en.wikipedia.org/wiki/Jellyfish
720,fishseafood-fish,Fish,,,Anchovy,Anchovy,https://en.wikipedia.org/wiki/Anchovy,Clupeiformes,https://en.wikipedia.org/wiki/Clupeiformes
721,fishseafood-fish,Fish,,,Blue whiting,Blue whiting,https://en.wikipedia.org/wiki/Blue_whiting,Micromesistius,https://en.wikipedia.org/wiki/Micromesistius
722,fishseafood-fish,Fish,,,Carp bream," Common bream, Freshwater Bream, Bream, Bronze bream, Carp bream",https://en.wikipedia.org/wiki/Carp_bream,Cyprinidae,https://en.wikipedia.org/wiki/Cyprinidae
723,fungus,Fungus,,,Chanterelle,girolle,https://en.wikipedia.org/wiki/Chanterelle,Cantharellus,https://en.wikipedia.org/wiki/Cantharellus
724,fishseafood-fish,Fish,,,Sturgeon,Sturgeon,https://en.wikipedia.org/wiki/Sturgeon,Acipenseriformes,https://en.wikipedia.org/wiki/Acipenseriformes
725,fishseafood-fish,Fish,,,Charr,Char,https://en.wikipedia.org/wiki/Salvelinus,Salmon,https://en.wikipedia.org/wiki/Salmon
726,fishseafood-fish,Fish,,,Common dab,Common dab,https://en.wikipedia.org/wiki/Common_dab,Flatfish,https://en.wikipedia.org/wiki/Flatfish
727,fishseafood-fish,Fish,,,Spiny dogfish,"Spiny dogfish, Spurdog, Mud shark, Piked dogfish",https://en.wikipedia.org/wiki/Spiny_dogfish,Spurdog,https://en.wikipedia.org/wiki/Spurdog
728,meat,Meat,,,Anatidae,Anatidae,https://en.wikipedia.org/wiki/Anatidae,Antidea,https://en.wikipedia.org/wiki/Anatidae
729,fishseafood-fish,Fish,,,Anguilliformes,Anguilliformes,https://en.wikipedia.org/wiki/Anguilliformes,Elopomorpha,https://en.wikipedia.org/wiki/Elopomorpha
730,meat,Meat,,,True frog,True frog,https://en.wikipedia.org/wiki/True_frog,Frog,https://en.wikipedia.org/wiki/Frog
731,fishseafood-fish,Fish,,,Garfish,Sea needle,https://en.wikipedia.org/wiki/Garfish,Belone,https://en.wikipedia.org/wiki/Belone
732,fishseafood-fish,Fish,,,Gadiformes,Anacanthini,https://en.wikipedia.org/wiki/Gadiformes,,https://en.wikipedia.org/wiki/Gadiformes
733,meat,Meat,,,Mountain hare," Blue hare, Tundra hare, Variable hare, White hare, Snow hare, Alpine hare, Irish hare",https://en.wikipedia.org/wiki/Mountain_hare,Hare,https://en.wikipedia.org/wiki/Hare
734,fishseafood-fish,Fish,,,Lake trout,"Mackinaw, Lake char,  Touladi, Togue, Grey trout.",https://en.wikipedia.org/wiki/Lake_trout,Salvelinus,https://en.wikipedia.org/wiki/Salvelinus
735,fishseafood-fish,Fish,,,Lemon sole,Lemon sole,https://en.wikipedia.org/wiki/Lemon_sole,Flatfish,https://en.wikipedia.org/wiki/Flatfish
736,fishseafood-fish,Fish,,,Lumpsucker,Lumpfish,https://en.wikipedia.org/wiki/Lumpsucker,Scorpaeniformes,https://en.wikipedia.org/wiki/Scorpaeniformes
737,fishseafood-fish,Fish,,,Scombridae,Scombridae,https://en.wikipedia.org/wiki/Scombridae,,https://en.wikipedia.org/wiki/Scombridae
738,fishseafood-fish,Fish,,,Norway haddock,"Ocean perch, Atlantic redfish, Norway haddock, Red perch, Red bream, Golden redfish, Hemdurgan,",https://en.wikipedia.org/wiki/Norway_haddock,Sebastes,https://en.wikipedia.org/wiki/Sebastes
739,fishseafood-fish,Fish,,,Norway pout,Norway pout,https://en.wikipedia.org/wiki/Trisopterus_esmarkii,Trisopterus,https://en.wikipedia.org/wiki/Trisopterus
740,plant,Plant,,,Oil palm,Oil palm,https://en.wikipedia.org/wiki/Elaeis,Elaeis,https://en.wikipedia.org/wiki/Elaeis
741,plant,Plant,,,Sago palm,True sago palm,https://en.wikipedia.org/wiki/Metroxylon_sagu,Metroxylon,https://en.wikipedia.org/wiki/Metroxylon
742,fruit,Fruit,,,Persimmon,Persimon,https://en.wikipedia.org/wiki/Persimmon,Diospyros,https://en.wikipedia.org/wiki/Diospyros
743,fishseafood-fish,Fish,,,Pikeperch,pike-perch,https://en.wikipedia.org/wiki/Pikeperch,Percidae,https://en.wikipedia.org/wiki/Percidae
744,fishseafood-fish,Fish,,,Pleuronectidae,Righteye flounders,https://en.wikipedia.org/wiki/Pleuronectidae,Pleuronectidae,https://en.wikipedia.org/wiki/Pleuronectidae
745,meat,Meat,,,Rock ptarmigan,"Ptarmigan, Snow chicken",https://en.wikipedia.org/wiki/Rock_ptarmigan,Lagopus,https://en.wikipedia.org/wiki/Lagopus
746,fishseafood-fish,Fish,,,Pacific ocean perch,"Pacific rockfish, Rose fish, Red bream, Red perch",https://en.wikipedia.org/wiki/Pacific_ocean_perch,Sebastes,https://en.wikipedia.org/wiki/Sebastes
747,plant,Plant,,,Black salsify,"Spanish salsify, Black oyster plant, Serpent root, Viper's herb, Viper's grass, Scorzonera",https://en.wikipedia.org/wiki/Scorzonera_hispanica,Scorzonera,https://en.wikipedia.org/wiki/Scorzonera
748,fishseafood-seafood,Seafood,,,True seal,"Earless seals, Crawling seals",https://en.wikipedia.org/wiki/Earless_seal,Phocoidea,https://en.wikipedia.org/wiki/Pinniped
749,fishseafood-seafood,Seafood,,,Red algae,Rhodophyta,https://en.wikipedia.org/wiki/Red_algae,Eukaryote,https://en.wikipedia.org/wiki/Eukaryote
750,fishseafood-seafood,Seafood,,,Kombu,Kombu,https://en.wikipedia.org/wiki/Kombu,Saccharina japonica,https://en.wikipedia.org/wiki/Saccharina_japonica
751,meat,Meat,,,Snail,Snail,https://en.wikipedia.org/wiki/Snail,Gastropoda,https://en.wikipedia.org/wiki/Gastropoda
752,fishseafood-fish,Fish,,,True sole,True sole,https://en.wikipedia.org/wiki/True_sole,Flatfish,https://en.wikipedia.org/wiki/Flatfish
753,fishseafood-fish,Fish,,,Catfish,Catfish,https://en.wikipedia.org/wiki/Catfish,Ostariophysi,https://en.wikipedia.org/wiki/Ostariophysi
754,plant,Plant,,,Thistle,Thistle,https://en.wikipedia.org/wiki/Thistle,Asteraceae,https://en.wikipedia.org/wiki/Asteraceae
755,fishseafood-fish,Fish,,,Common Tuna,Common Tuna,https://en.wikipedia.org/wiki/Thunnus,Thunnus,https://en.wikipedia.org/wiki/Thunnus
756,fishseafood-fish,Fish,,,Cetacea,Cetacea,https://en.wikipedia.org/wiki/Cetacea,Cetacea,https://en.wikipedia.org/wiki/Cetacea
757,meat,Meat,,,Columbidae,Columbidae,https://en.wikipedia.org/wiki/Columbidae,Columbidae,https://en.wikipedia.org/wiki/Columbidae
758,fishseafood-fish,Fish,,,Conch,Conch,https://en.wikipedia.org/wiki/Conch,Strombus,https://en.wikipedia.org/wiki/Strombus
759,beverage-alcoholic,Beverage Alcoholic,,,Berry wine,"Berry wine, fruit wine",https://en.wikipedia.org/wiki/Fruit_wine,Flowering plant,https://en.wikipedia.org/wiki/Flowering_plant
762,beverage-alcoholic,Beverage Alcoholic,,,Vodka,Vodka,https://en.wikipedia.org/wiki/Vodka,Cereal Grains,https://en.wikipedia.org/wiki/Cereal
763,dish,Dish,,,Ice cream,,https://en.wikipedia.org/wiki/Ice_cream,,
764,beverage-alcoholic,Beverage Alcoholic,,,Vermouth,Vermouth,https://en.wikipedia.org/wiki/Vermouth,Grape,https://en.wikipedia.org/wiki/Vitis_vinifera
765,beverage-alcoholic,Beverage Alcoholic,,,Madeira wine,Madeira wine,https://en.wikipedia.org/wiki/Madeira_wine,Grape,https://en.wikipedia.org/wiki/Vitis_vinifera
766,dish,Dish,,,Nougat,,https://en.wikipedia.org/wiki/Nougat,,
767,dish,Dish,,,Toffee,,https://en.wikipedia.org/wiki/Toffee,,
768,dish,Dish,,,Cake,,https://en.wikipedia.org/wiki/Cake,,
769,dish,Dish,,,Pizza,,https://en.wikipedia.org/wiki/Pizza,,
770,dairy,Dairy,,,Ymer,,https://en.wikipedia.org/wiki/Ymer_(dairy_product),,
771,dish,Dish,,,Other snack food,,https://en.wikipedia.org/wiki/Snack_food,,
772,dish,Dish,,,Pastry,,https://en.wikipedia.org/wiki/Pastry,,
773,dish,Dish,,,DragÃ©e,,https://en.wikipedia.org/wiki/Drag%C3%A9e,,
774,dish,Dish,,,Chewing gum,,https://en.wikipedia.org/wiki/Chewing_gum,,
775,dish,Dish,,,Marzipan,,https://en.wikipedia.org/wiki/Marzipan,,
776,dish,Dish,,,Salad dressing,,https://en.wikipedia.org/wiki/Salad#Dressings,,
777,additive,Additive,,,Sauce,,https://en.wikipedia.org/wiki/Sauce,,
778,additive,Additive,,,Salt,,https://en.wikipedia.org/wiki/Salt,,
780,dairy,Dairy,,,Cream,,https://en.wikipedia.org/wiki/Cream,Cattle,https://en.wikipedia.org/wiki/Cattle
781,additive,Additive,,,Sugar,,https://en.wikipedia.org/wiki/Sugar,,
782,dish,Dish,,,Sausage,,https://en.wikipedia.org/wiki/Sausage,,
783,dish,Dish,,,Meatball,,https://en.wikipedia.org/wiki/Meatball,,
784,dish,Dish,,,Pate,,https://en.wikipedia.org/wiki/P%C3%A2t%C3%A9,,
785,additive,Additive,,,Sugar substitute,,https://en.wikipedia.org/wiki/Sugar_substitute,,
786,dish,Dish,,,Meat bouillon,,,,
787,meat,Meat,,,Other meat product,,https://en.wikipedia.org/wiki/Meat,Animalia,https://en.wikipedia.org/wiki/Animal
788,dairy,Dairy,,,Whey,,https://en.wikipedia.org/wiki/Whey,Cattle,https://en.wikipedia.org/wiki/Cattle
789,additive,Additive,,,Casein,,https://en.wikipedia.org/wiki/Casein,,
790,additive,Additive,,,Fruit preserve,,https://en.wikipedia.org/wiki/Fruit_preserves,,
791,additive,Additive,,,Leavening agent,,https://en.wikipedia.org/wiki/Leavening_agent,,
792,bakery,Bakery,,,Marshmallow,Marshmallow,https://en.wikipedia.org/wiki/Marshmallow,Maize,https://en.wikipedia.org/wiki/Maize
793,additive,Additive,,,Gelatin,,https://en.wikipedia.org/wiki/Gelatin,,
794,additive,Additive,,,Water,,https://en.wikipedia.org/wiki/Water,,
795,fishseafood-fish,Fish,,,Other fish product,,https://en.wikipedia.org/wiki/Fish_products,,
796,dairy,Dairy,,,Milk Human,,https://en.wikipedia.org/wiki/Milk,Human,https://en.wikipedia.org/wiki/Human
799,dish,Dish,,,Dumpling,,https://en.wikipedia.org/wiki/Dumpling,,
800,dish,Dish,,,Soup,,https://en.wikipedia.org/wiki/Soup,,
803,additive,Additive,,,Syrup,,https://en.wikipedia.org/wiki/Syrup,,
805,dish,Dish,,,Remoulade,,https://en.wikipedia.org/wiki/Remoulade,,
806,plantderivative,Plant Derivative,,,Chocolate spread,,https://en.wikipedia.org/wiki/Chocolate_spread,Theobroma,https://en.wikipedia.org/wiki/Theobroma
807,dish,Dish,,,Fruit gum,,https://en.wikipedia.org/wiki/Fruit_Gums,,
810,bakery,Bakery,,,Meringue,,https://en.wikipedia.org/wiki/Meringue,,
814,plantderivative,Plant Derivative,,,Cocoa butter,,https://en.wikipedia.org/wiki/Cocoa_butter,Theobroma,https://en.wikipedia.org/wiki/Theobroma
815,plantderivative,Plant Derivative,,,Cocoa powder,,https://en.wikipedia.org/wiki/Cocoa_solids,Theobroma,https://en.wikipedia.org/wiki/Theobroma
817,plantderivative,Plant Derivative,,,Chocolate,,https://en.wikipedia.org/wiki/Types_of_chocolate,Theobroma,https://en.wikipedia.org/wiki/Theobroma
818,beverage,Beverage,,,Hot chocolate,,https://en.wikipedia.org/wiki/Hot_chocolate,Theobroma,https://en.wikipedia.org/wiki/Theobroma
820,dairy,Dairy,,,Kefir,,https://en.wikipedia.org/wiki/Kefir,Cattle,https://en.wikipedia.org/wiki/Cattle
821,dairy,Dairy,,,Other fermented milk,,https://en.wikipedia.org/wiki/Fermented_milk_products,Cattle,https://en.wikipedia.org/wiki/Cattle
822,additive,Additive,,,Miso,,https://en.wikipedia.org/wiki/Miso,,
823,plantderivative,Plant Derivative,,,Tofu,,https://en.wikipedia.org/wiki/Tofu,Glycine,https://en.wikipedia.org/wiki/Glycine_(plant)
824,dish,Dish,,,Zwieback,,https://en.wikipedia.org/wiki/Zwieback,,
825,fishseafood-fish,Fish,,,Roe,,https://en.wikipedia.org/wiki/Roe,,
826,fishseafood-fish,Fish,,,Cichlidae,,https://en.wikipedia.org/wiki/Tilapia,Cichlid,https://en.wikipedia.org/wiki/Cichlid
827,additive,Additive,,,Icing,,https://en.wikipedia.org/wiki/Icing_(food),,
828,dish,Dish,,,Snack bar,,,,
829,meat,Meat,,,Green turtle,"Green turtle, Black turtle, Pacific green turtle",https://en.wikipedia.org/wiki/Green_sea_turtle,Cheloniidae,https://en.wikipedia.org/wiki/Cheloniidae
830,beverage,Beverage,,,Energy drink,,https://en.wikipedia.org/wiki/Energy_drink,,
831,dish,Dish,,,Burrito,,https://en.wikipedia.org/wiki/Burrito,,
832,dish,Dish,,,Hamburger,,https://en.wikipedia.org/wiki/Hamburger,,
833,dish,Dish,,,Chili,,https://en.wikipedia.org/wiki/Chili_con_carne,,
834,dish,Dish,,,Taco,,https://en.wikipedia.org/wiki/Taco,,
835,dish,Dish,,,Tortilla,,https://en.wikipedia.org/wiki/Tortilla,,
836,dish,Dish,,,Nachos,,https://en.wikipedia.org/wiki/Nachos,,
837,dish,Dish,,,Salad,,https://en.wikipedia.org/wiki/Salad,,
839,dairy,Dairy,,,Dulce de leche,,https://en.wikipedia.org/wiki/Dulce_de_leche,Cattle,https://en.wikipedia.org/wiki/Cattle
840,additive,Additive,,,Topping,,,,
841,dairy,Dairy,,,Sweet custard,,https://en.wikipedia.org/wiki/Custard,Cattle,https://en.wikipedia.org/wiki/Cattle
842,dish,Dish,,,Egg roll,,https://en.wikipedia.org/wiki/Egg_roll,,
843,vegetable,Vegetable,,,Heart of palm,Arecaceae,https://en.wikipedia.org/wiki/Heart_of_palm,Arecaceae,https://en.wikipedia.org/wiki/Arecaceae
845,bakery,Bakery,,,Potato chip,,https://en.wikipedia.org/wiki/Potato_chip,,
846,bakery,Bakery,,,Tortilla chip,,https://en.wikipedia.org/wiki/Tortilla_chip,,
847,bakery,Bakery,,,Corn chip,,https://en.wikipedia.org/wiki/Corn_chip,,
848,beverage,Beverage,,,Hibiscus tea,,https://en.wikipedia.org/wiki/Hibiscus_tea,Roselle,https://en.wikipedia.org/wiki/Roselle_(plant)
849,dish,Dish,,,Stew,,https://en.wikipedia.org/wiki/Stew,,
850,additive,Additive,,,Gelatin dessert,,https://en.wikipedia.org/wiki/Gelatin_dessert,,
851,dairy,Dairy,,,Junket,,https://en.wikipedia.org/wiki/Junket_(dessert),Cattle,https://en.wikipedia.org/wiki/Cattle
852,dish,Dish,,,Falafel,,https://en.wikipedia.org/wiki/Falafel,,
853,dish,Dish,,,Frybread,,https://en.wikipedia.org/wiki/Frybread,,
854,dish,Dish,,,Other frozen dessert,,https://en.wikipedia.org/wiki/Frozen_dessert,,
855,dish,Dish,,,Lasagna,,https://en.wikipedia.org/wiki/Lasagna,,
856,fungus,Fungus,,,Morchella,Morchella,https://en.wikipedia.org/wiki/Morchellaceae,Ascomycota,https://en.wikipedia.org/wiki/Ascomycota
857,dish,Dish,,,Pancake,,https://en.wikipedia.org/wiki/Pancake,,
858,additive,Additive,,,Pectin,,https://en.wikipedia.org/wiki/Pectin,,
859,dish,Dish,,,Pudding,,https://en.wikipedia.org/wiki/Pudding,,
860,dish,Dish,,,Waffle,,https://en.wikipedia.org/wiki/Waffle,,
861,beverage,Beverage,,,Soy milk,,https://en.wikipedia.org/wiki/Soy_milk,Glycine,https://en.wikipedia.org/wiki/Glycine_(plant)
862,dish,Dish,,,Meatloaf,,https://en.wikipedia.org/wiki/Meatloaf,,
863,beverage,Beverage,,,Cocktail,,https://en.wikipedia.org/wiki/List_of_cocktails,,
864,dish,Dish,,,Couscous,,https://en.wikipedia.org/wiki/Couscous,,
865,cereal,Cereal,,,Bulgur,,https://en.wikipedia.org/wiki/Bulgur,,
867,beverage-caffeinated,Beverage Caffeinated,,,Coffee mocha,,https://en.wikipedia.org/wiki/Cafe_mocha,,
868,dish,Dish,,,Chimichanga,,https://en.wikipedia.org/wiki/Chimichanga,,
869,cereal,Cereal,,,Semolina,,https://en.wikipedia.org/wiki/Semolina,,
870,vegetable-tuber,Vegetable Tuber,,,Tapioca pearl,,https://en.wikipedia.org/wiki/Tapioca,Cassava,https://en.wikipedia.org/wiki/Cassava
871,dish,Dish,,,Tostada,,https://en.wikipedia.org/wiki/Tostada,,
872,dish,Dish,,,Quesadilla,,https://en.wikipedia.org/wiki/Quesadilla,,
873,dish,Dish,,,Baked potato,,https://en.wikipedia.org/wiki/Baked_potato,,
874,dish,Dish,,,Hot dog,,https://en.wikipedia.org/wiki/Hot_dog,,
875,additive,Additive,,,Spread,,https://en.wikipedia.org/wiki/Spread_(food),,
876,dish,Dish,,,Enchilada,,https://en.wikipedia.org/wiki/Enchilada,,
878,beverage,Beverage,,,Nutritional drink,,https://en.wikipedia.org/wiki/Energy_drink,,
879,dish,Dish,,,Other sandwich,,https://en.wikipedia.org/wiki/Sandwich,,
880,additive,Additive,,,Ketchup,,https://en.wikipedia.org/wiki/Ketchup,,
881,dish,Dish,,,Breakfast sandwich,,https://en.wikipedia.org/wiki/Breakfast_sandwich,,
882,dish,Dish,,,Adobo,,https://en.wikipedia.org/wiki/Adobo,,
883,dish,Dish,,,Macaroni and cheese,,https://en.wikipedia.org/wiki/Macaroni_and_cheese,,
884,fruit,Fruit,,,Horned melon,,https://en.wikipedia.org/wiki/Horned_melon,,
885,dish,Dish,,,Hushpuppy,,https://en.wikipedia.org/wiki/Hushpuppy,,
886,beverage,Beverage,,,Fruit juice,,https://en.wikipedia.org/wiki/Juice,Fruits,https://en.wikipedia.org/wiki/Fruit
887,dish,Dish,,,Relish,,https://en.wikipedia.org/wiki/Relish,,
889,dish,Dish,,,Fruit salad,,https://en.wikipedia.org/wiki/Fruit_salad,Fruits,https://en.wikipedia.org/wiki/Fruit
890,plantderivative,Plant Derivative,,,Soy yogurt,,https://en.wikipedia.org/wiki/Soy_yogurt,Glycine,https://en.wikipedia.org/wiki/Glycine_(plant)
891,dish,Dish,,,Vegetarian food,,https://en.wikipedia.org/wiki/Vegetarian_cuisine,,
893,dish,Dish,,,Cold cut,,https://en.wikipedia.org/wiki/Cold_cut,,
894,nutseed-nut,Nut,,,Mixed nuts,,https://en.wikipedia.org/wiki/Mixed_nuts,,
895,plant,Plant,,,Babassu palm," BabaÃ§u, Cusi",https://en.wikipedia.org/wiki/Attalea_speciosa,Attalea (palm),https://en.wikipedia.org/wiki/Attalea_(palm)
896,fruit,Fruit,,,CupuaÂçu,,https://en.wikipedia.org/wiki/Cupua%C3%A7u,Theobroma grandiflorum,https://en.wikipedia.org/wiki/Cupua%C3%A7u
897,plant,Plant,,,Shea tree," Shi tree, Vitellaria",https://en.wikipedia.org/wiki/Shea_tree,Sapotaceae,https://en.wikipedia.org/wiki/Sapotaceae
898,plant,Plant,,,Oil-seed Camellia,"Ooil-seed camellia, Tea oil camellia",https://en.wikipedia.org/wiki/Camellia_oleifera,Camellia,https://en.wikipedia.org/wiki/Camellia
899,plant,Plant,,,Ucuhuba," Baboonwood, Chalviande",https://en.wikipedia.org/wiki/Virola_surinamensis,Virola surinamensis,https://en.wikipedia.org/wiki/Virola_surinamensis
900,bakery,Bakery,,,Phyllo dough,Phyllo dough,https://en.wikipedia.org/wiki/Phyllo,,
901,additive,Additive,,,Cooking oil,,https://en.wikipedia.org/wiki/Cooking_oil,,
902,bakery,Bakery,,,Pie crust,,https://en.wikipedia.org/wiki/Pie_crust,,
904,dish,Dish,,,Pie,,https://en.wikipedia.org/wiki/Pie,,
905,additive,Additive,,,Shortening,,https://en.wikipedia.org/wiki/Shortening,,
906,dish,Dish,,,Soy cream,,,,
907,dish,Dish,,,Ice cream cone,,https://en.wikipedia.org/wiki/Ice_cream_cone,,
908,additive,Additive,,,Molasses,black treacle,https://en.wikipedia.org/wiki/Molasses,Sugar,https://en.wikipedia.org/wiki/Sugar
909,fruit,Fruit,,,Nance,"Changunga, MuruÃ§i, Nanche, Nance, Chacunga, Craboo, Kraabu, Savanna serrette, Golden spoon.",https://en.wikipedia.org/wiki/Byrsonima_crassifolia,Byrsonima,https://en.wikipedia.org/wiki/Byrsonima
911,dish,Dish,,,Natto,,https://en.wikipedia.org/wiki/Natto,,
912,dish,Dish,,,Ravioli,,https://en.wikipedia.org/wiki/Ravioli,,
913,dish,Dish,,,Scrapple,,https://en.wikipedia.org/wiki/Scrapple,,
914,dish,Dish,,,Other pasta dish,,,,
915,dish,Dish,,,Succotash,,https://en.wikipedia.org/wiki/Succotash,,
916,dish,Dish,,,Tamale,,https://en.wikipedia.org/wiki/Tamale,,
917,dish,Dish,,,Rice cake,,https://en.wikipedia.org/wiki/Rice_cake,,
918,plant,Plant,,,Tree fern,Tree fern,https://en.wikipedia.org/wiki/Cyatheales,Tree fern,https://en.wikipedia.org/wiki/Tree_fern
919,dairy,Dairy,,,Evaporated milk,,https://en.wikipedia.org/wiki/Evaporated_milk,Cattle,https://en.wikipedia.org/wiki/Cattle
920,cerealcrop-cereal,Cereal,,,Flour,,https://en.wikipedia.org/wiki/Flour,,
921,dish,Dish,,,Akutaq,,https://en.wikipedia.org/wiki/Akutaq,,
923,bakery,Bakery,,,Pita bread,Pita bread,https://en.wikipedia.org/wiki/Pita_bread,Poacceae,https://en.wikipedia.org/wiki/Poaceae
924,bakery,Bakery,,,Focaccia,Focaccia,https://en.wikipedia.org/wiki/Focaccia,Poacceae,https://en.wikipedia.org/wiki/Poaceae
925,bakery,Bakery,,,Bagel,Bagel,https://en.wikipedia.org/wiki/Bagel,Poacceae,https://en.wikipedia.org/wiki/Poaceae
926,bakery,Bakery,,,Other bread product,Other bread product,,Poacceae,https://en.wikipedia.org/wiki/Poaceae
927,bakery,Bakery,,,Piki bread,Piki bread,https://en.wikipedia.org/wiki/Piki,Poacceae,https://en.wikipedia.org/wiki/Poaceae
928,bakery,Bakery,,,French toast,French toast,https://en.wikipedia.org/wiki/French_toast,Poacceae,https://en.wikipedia.org/wiki/Poaceae
929,bakery,Bakery,,,Oat bread,Oat bread,,Poacceae,https://en.wikipedia.org/wiki/Poaceae
930,bakery,Bakery,,,Potato bread,Potato bread,https://en.wikipedia.org/wiki/Potato_bread,Poacceae,https://en.wikipedia.org/wiki/Poaceae
931,cerealcrop-maize,Maize,,,Cornbread,Cornbread,https://en.wikipedia.org/wiki/Cornbread,Corn,https://en.wikipedia.org/wiki/Maize
932,cerealcrop-maize,Maize,,,Corn grits,Corn grits,https://en.wikipedia.org/wiki/Grits,Corn,https://en.wikipedia.org/wiki/Maize
933,bakery,Bakery,,,Multigrain bread,Multigrain bread,,Poacceae,https://en.wikipedia.org/wiki/Poaceae
934,bakery,Bakery,,,Rice bread,Rice bread,https://en.wikipedia.org/wiki/Rice_bread,Poacceae,https://en.wikipedia.org/wiki/Poaceae
935,bakery,Bakery,,,Pan dulce,Pan dulce,https://en.wikipedia.org/wiki/Gibraltarian_cuisine#Pan_dulce,Poacceae,https://en.wikipedia.org/wiki/Poaceae
936,bakery,Bakery,,,Raisin bread,Raisin bread,https://en.wikipedia.org/wiki/Raisin_bread,Poacceae,https://en.wikipedia.org/wiki/Poaceae
937,bakery,Bakery,,,Wonton wrapper,Wonton wrapper,https://en.wikipedia.org/wiki/Wonton,Poacceae,https://en.wikipedia.org/wiki/Poaceae
938,dish,Dish,,,Trail mix,,https://en.wikipedia.org/wiki/Trail_mix,,
939,beverage,Beverage,,,Greenthread tea,,https://en.wikipedia.org/wiki/Thelesperma,,
941,beverage,Beverage,,,Vegetable juice,,https://en.wikipedia.org/wiki/Vegetable_juice,Vegetables,https://en.wikipedia.org/wiki/Vegetable
942,beverage,Beverage,,,Horchata,orxata ,https://en.wikipedia.org/wiki/Horchata,,
943,beverage,Beverage,,,Soft drink,,https://en.wikipedia.org/wiki/Soft_drink,,
944,beverage,Beverage,,,Milkshake,,https://en.wikipedia.org/wiki/Milkshake,,
945,bakery,Bakery,,,Chocolate mousse,,https://en.wikipedia.org/wiki/Mousse,Theobroma,https://en.wikipedia.org/wiki/Theobroma
947,dish,Dish,,,Pupusa,,https://en.wikipedia.org/wiki/Pupusa,,
948,dish,Dish,,,Empanada,,https://en.wikipedia.org/wiki/Empanada,,
