entity_id,category,category_readable,entity_alias,entity_alias_basket,entity_alias_readable,entity_alias_synonyms,entity_alias_url,natural_source_name,natural_source_url
132,essentialoil,Essential Oil,yarrow,yarrow,Yarrow,"Plumajillo gordaldo, Nosebleed plant, Old man's pepper, Devil's nettle, Sanguinary, Milfoil, Soldier's woundwort, Thousand-leaf, Thousand-seal",https://en.wikipedia.org/wiki/Achillea_millefolium,Achillea,https://en.wikipedia.org/wiki/Achillea
133,essentialoil,Essential Oil,ylangylang-oil,ylangylang-oil,Ylang-Ylang,Ylang-Ylang,https://en.wikipedia.org/wiki/Cananga_odorata,Cananga,https://en.wikipedia.org/wiki/Cananga
134,fishseafood-seafood,Seafood,clam,clam,Clam,Clam,https://en.wikipedia.org/wiki/Clam,Mollusca,https://en.wikipedia.org/wiki/Mollusca
135,fishseafood-seafood,Seafood,crab,"crab, crab-boiled",Crab,Crab,https://en.wikipedia.org/wiki/Crab,Crustacean,https://en.wikipedia.org/wiki/Crustacean
136,fishseafood-seafood,Seafood,crayfish,crayfish,Crayfish,Crawfish,https://en.wikipedia.org/wiki/Crayfish,Crustacean,https://en.wikipedia.org/wiki/Crustacean
137,fishseafood-seafood,Seafood,kelp,kelp,Kelp,Kelp,https://en.wikipedia.org/wiki/Kelp,Kelp,https://en.wikipedia.org/wiki/Kelp
138,fishseafood-seafood,Seafood,krill,krill,Krill,Krill,https://en.wikipedia.org/wiki/Krill,Crustacean,https://en.wikipedia.org/wiki/Crustacean
139,fishseafood-seafood,Seafood,lobster,lobster,Lobster,"Lobster, Clawed lobster",https://en.wikipedia.org/wiki/Lobster,Crustacean,https://en.wikipedia.org/wiki/Crustacean
140,fishseafood-seafood,Seafood,mollusc,mollusc-mussel,Mollusc,Mollusc,https://en.wikipedia.org/wiki/Mussel,Mollusca,https://en.wikipedia.org/wiki/Mollusca
141,fishseafood-seafood,Seafood,oyster,oyster,Oyster,Oyster,https://en.wikipedia.org/wiki/Oyster,Mollusca,https://en.wikipedia.org/wiki/Mollusca
142,fishseafood-seafood,Seafood,prawn,prawn,Prawn,Prawn,https://en.wikipedia.org/wiki/Prawn,Crustacean,https://en.wikipedia.org/wiki/Crustacean
143,fishseafood-seafood,Seafood,scallop,scallop,Scallop,Scallop,https://en.wikipedia.org/wiki/Scallop,Mollusca,https://en.wikipedia.org/wiki/Mollusca
144,fishseafood-seafood,Seafood,shellfish,"shellfish, shellfish-roasted",Shellfish,Shellfish,https://en.wikipedia.org/wiki/Shellfish,Mollusca,https://en.wikipedia.org/wiki/Mollusca
145,fishseafood-seafood,Seafood,shrimp,"shrimp, shrimp-cooked, shrimp-roasted",Shrimp,Shrimp,https://en.wikipedia.org/wiki/Shrimp,Crustacean,https://en.wikipedia.org/wiki/Crustacean
146,fishseafood-seafood,Seafood,shrimp-pastedried,shrimp-pastedried,Trassi,Trassi,https://en.wikipedia.org/wiki/Shrimp_paste#Terasi,Crustacean,https://en.wikipedia.org/wiki/Crustacean
147,fishseafood-seafood,Seafood,squid,squid,Squid,Squid,https://en.wikipedia.org/wiki/Squid,Cephalopod,https://en.wikipedia.org/wiki/Cephalopod
148,fishseafood-fish,Fish,bonito,bonito,Bonito,"Katsuobushi, Bonito Flakes, Okaka",https://en.wikipedia.org/wiki/Katsuobushi,Skipjack Tuna,https://en.wikipedia.org/wiki/Skipjack_tuna
149,fishseafood-fish,Fish,caviar,"caviar, caviar-salmon, caviar-sturgeon",Caviar,Caviar,https://en.wikipedia.org/wiki/Caviar,Fish,https://en.wikipedia.org/wiki/Fish
150,fishseafood-fish,Fish,codfish,codfish,Codfish,Codfish,https://en.wikipedia.org/wiki/Cod,Gadus,https://en.wikipedia.org/wiki/Gadus
151,fishseafood-fish,Fish,fish,fish,Fish,Fish,https://en.wikipedia.org/wiki/Fish,Fish,https://en.wikipedia.org/wiki/Fish
152,fishseafood-fish,Fish,fish-fatty,fish-fatty,Fatty Fish,Fatty Fish,https://en.wikipedia.org/wiki/Fish,Fish,https://en.wikipedia.org/wiki/Fish
153,fishseafood-fish,Fish,fish-lean,fish-lean,Lean Fish,Lean Fish,https://en.wikipedia.org/wiki/Fish,Fish,https://en.wikipedia.org/wiki/Fish
154,fishseafood-fish,Fish,fish-oil,fish-oil,Fish Oil,Fish Oil,https://en.wikipedia.org/wiki/Fish_oil,Fish,https://en.wikipedia.org/wiki/Fish
155,fishseafood-fish,Fish,fish-smoked,fish-smoked,Smoked Fish,Smoked Fish,https://en.wikipedia.org/wiki/Fish,Fish,https://en.wikipedia.org/wiki/Fish
156,fishseafood-fish,Fish,salmon,"salmon, salmon-oil, salmon-smoked",Salmon,Salmon,https://en.wikipedia.org/wiki/Salmon,Ray Finned Fish,https://en.wikipedia.org/wiki/Actinopterygii
157,flower,Flower,artichoke,"artichoke, artichoke-cooked",Artichoke,Globe Artichoke,https://en.wikipedia.org/wiki/Artichoke,Cynara,https://en.wikipedia.org/wiki/Cynara
158,flower,Flower,champaca,champaca,Champaca,Champak,https://en.wikipedia.org/wiki/Magnolia_champaca,Magnolia,https://en.wikipedia.org/wiki/Magnolia
159,flower,Flower,jasmine,"jasmine, jasmine-jasmineoil",Jasmine,Jasmine,https://en.wikipedia.org/wiki/Jasmine,Jasminum Officinale,https://en.wikipedia.org/wiki/Jasminum_officinale
160,flower,Flower,lavendar,lavendar,Lavendar,Lavendar,https://en.wikipedia.org/wiki/Lavandula,Lavandula Angustifolia,https://en.wikipedia.org/wiki/Lavandula_angustifolia
161,flower,Flower,rose,rose,Rose,Rose,https://en.wikipedia.org/wiki/Rose,Rosa,https://en.wikipedia.org/wiki/Rose
162,fruit,Fruit,apple,"apple, apple-cooked, apple-juice",Apple,Apple,https://en.wikipedia.org/wiki/Apple,Malus,https://en.wikipedia.org/wiki/Malus
163,fruit,Fruit,apple-sauce,apple-sauce,Apple Sauce,Apple Sauce,https://en.wikipedia.org/wiki/Apple_sauce,Malus,https://en.wikipedia.org/wiki/Malus
164,fruit,Fruit,apricot,apricot,Apricot,"Armenia,  Zardalu",https://en.wikipedia.org/wiki/Apricot,Prunus,https://en.wikipedia.org/wiki/Prunus
165,fruit,Fruit,avocado,avocado,Avocado,"Avocado pear, Alligator pear",https://en.wikipedia.org/wiki/Avocado,Persea,https://en.wikipedia.org/wiki/Persea
166,fruit,Fruit,babaco,babaco,Babaco,Babaco,https://en.wikipedia.org/wiki/Babaco,Vasconcellea,https://en.wikipedia.org/wiki/Vasconcellea
167,fruit,Fruit,banana,banana,Banana,Banana,https://en.wikipedia.org/wiki/Banana,Musa,https://en.wikipedia.org/wiki/Musa_(genus)
168,fruit,Fruit,beli,beli,Beli,"Bael, Bengal Quince, Golden Apple, Japanese Bitter Orange, Wood Apple",https://en.wikipedia.org/wiki/Aegle_marmelos,Aegle Marmelos,https://en.wikipedia.org/wiki/Aegle_marmelos
169,fruit,Fruit,byrsonima-crassifolia,byrsonima-crassifolia,Byrsonima crassifolia,"Changunga, Nanche, Serrette, Savanna Serret, Golden Spoon",https://en.wikipedia.org/wiki/Byrsonima_crassifolia,Byrsonima,https://en.wikipedia.org/wiki/Byrsonima
170,fruit,Fruit,cashewapple,cashewapple,Cashew Apple,Cashew Apple,https://en.wikipedia.org/wiki/Cashew#Cashew_apple,Anacardium,https://en.wikipedia.org/wiki/Anacardium
171,fruit,Fruit,cherimoya,cherimoya,Cherimoya,Custard Apple,https://en.wikipedia.org/wiki/Cherimoya,Annona,https://en.wikipedia.org/wiki/Annona
172,fruit,Fruit,coconut,"coconut, coconut-coconutmeat, coconut-coconutmilk, coconut-coconutoil, coconut-roasted",Coconut,Coconut,https://en.wikipedia.org/wiki/Coconut,Cocos Nucifera,https://en.wikipedia.org/wiki/Coconut
173,fruit,Fruit,currant,currant,Currant,Currant,https://en.wikipedia.org/wiki/Ribes,Ribes,https://en.wikipedia.org/wiki/Ribes
174,fruit,Fruit,currant-black,"currant, currant-black",Black Currant,Black Currant,https://en.wikipedia.org/wiki/Blackcurrant,Ribes,https://en.wikipedia.org/wiki/Ribes
175,fruit,Fruit,currant-red,"currant, currant-red",Red Currant,Red Currant,https://en.wikipedia.org/wiki/Redcurrant,Ribes,https://en.wikipedia.org/wiki/Ribes
176,fruit,Fruit,currant-white,"currant, currant-white",White Currant,White Currant,https://en.wikipedia.org/wiki/White_currant,Ribes,https://en.wikipedia.org/wiki/Ribes
177,fruit,Fruit,dates,dates,Dates,Date Palm,https://en.wikipedia.org/wiki/Date_palm,Date Palm,https://en.wikipedia.org/wiki/Date_palm
178,fruit,Fruit,durian,durian,Durian,Durian,https://en.wikipedia.org/wiki/Durian,Durio,https://en.wikipedia.org/wiki/Durian
179,fruit,Fruit-Berry,elderberry,elderberry,Elderberry,Elder,https://en.wikipedia.org/wiki/Sambucus,Sambucus Nigra,https://en.wikipedia.org/wiki/Sambucus_nigra
180,fruit,Fruit,feijoa,feijoa,Feijoa,"Pineapple Guava, Guavasteen",https://en.wikipedia.org/wiki/Acca_sellowiana,Acca Sellowiana,https://en.wikipedia.org/wiki/Acca_sellowiana
181,fruit,Fruit,fig,fig-commonfig,Fig,Fig,https://en.wikipedia.org/wiki/Common_fig,Ficus Carica,https://en.wikipedia.org/wiki/Common_fig
182,fruit,Fruit,grape,"grape, grape-concord, grape-muscat",Grape,Grape,https://en.wikipedia.org/wiki/Grape,Vitis,https://en.wikipedia.org/wiki/Vitis
183,fruit,Fruit,guava,"guava, guava-peel",Guava,Guava,https://en.wikipedia.org/wiki/Guava,Psidium Guajava,https://en.wikipedia.org/wiki/Psidium_guajava
184,fruit,Fruit,hogplum,hogplum,Hogplum,"Jobo, Yellow mombin, Spanish plum, Gully plum, Coolie plum, Hug plum, True yellow mombin, Golden apple, Java plum, Ambaralla",https://en.wikipedia.org/wiki/Spondias_mombin,Spondias,https://en.wikipedia.org/wiki/Spondias
185,fruit,Fruit,jackfruit,jackfruit,Jackfruit,Jak Fruit,https://en.wikipedia.org/wiki/Jackfruit,Artocarpus,https://en.wikipedia.org/wiki/Artocarpus
186,fruit,Fruit,kiwi,kiwifruit,Kiwifruit,"Kiwi, Chinese gooseberry",https://en.wikipedia.org/wiki/Kiwifruit,Actinidia,https://en.wikipedia.org/wiki/Actinidia
187,fruit,Fruit,litchi,litchi,Litchi,"Liechee, Liche, Lizhi, Lichee, Lychee",https://en.wikipedia.org/wiki/Lychee,Litchi,https://en.wikipedia.org/wiki/Lychee
188,fruit,Fruit,loquat,loquat,Loquat,"Japanese medlar, Pipa, Japanese Plum, Chinese Plum",https://en.wikipedia.org/wiki/Loquat,Eriobotrya,https://en.wikipedia.org/wiki/Eriobotrya
189,fruit,Fruit,malayapple,malayapple,Malay Apple,"Malay rose apple, Mountain apple, Rose apple,  Otaheite apple, Pink satin-ash, Pommerac",https://en.wikipedia.org/wiki/Syzygium_malaccense,Syzygium Malaccense,https://en.wikipedia.org/wiki/Syzygium_malaccense
190,fruit,Fruit,mango,mango,Mango,Mango,https://en.wikipedia.org/wiki/Mango,Mangifera,https://en.wikipedia.org/wiki/Mangifera
191,fruit,Fruit,melon,melon,Melon,Melon,https://en.wikipedia.org/wiki/Melon,Cucurbitaceae,https://en.wikipedia.org/wiki/Cucurbitaceae
192,fruit,Fruit,melon-muskmelon,melon-muskmelon,Musk Melon,Musk Melon,https://en.wikipedia.org/wiki/Muskmelon,Cucumis,https://en.wikipedia.org/wiki/Cucumis
193,fruit,Fruit,naranjilla,naranjilla,Naranjilla,"Lulo, Little Orange",https://en.wikipedia.org/wiki/Solanum_quitoense,Solanum,https://en.wikipedia.org/wiki/Solanum
194,fruit,Fruit,orange,"orange, orange-juice",Orange,Orange,https://en.wikipedia.org/wiki/Orange_(fruit),Citrus,https://en.wikipedia.org/wiki/Citrus
195,fruit,Fruit,orange,orange-bitter,Bitter Orange,"Seville orange, Sour orange, Bigarade orange, Marmalade orange",https://en.wikipedia.org/wiki/Bitter_orange,Citrus,https://en.wikipedia.org/wiki/Citrus
196,fruit,Fruit,papaya,papaya,Papaya,"Papaw, Pawpaw",https://en.wikipedia.org/wiki/Papaya,Carica,https://en.wikipedia.org/wiki/Carica
197,fruit,Fruit,papaya,papaya-mountain,Mountain Papaya,"Papaya, Mountain pawpaw, Papayuelo, Chamburo",https://en.wikipedia.org/wiki/Mountain_papaya,Vasconcellea,https://en.wikipedia.org/wiki/Vasconcellea
198,fruit,Fruit,passionfruit,"passionfruit, passionfruit-juice, passionfruit-banana, passionfruit-purple, passionfruit-wine",Passionfruit,Passionfruit,https://en.wikipedia.org/wiki/Passiflora_edulis,Passiflora,https://en.wikipedia.org/wiki/Passiflora
199,fruit,Fruit,passionfruit-yellow,passionfruit-yellow,Yellow Passionfruit,Yellow Passionfruit,https://en.wikipedia.org/wiki/Passiflora_lutea,Passiflora,https://en.wikipedia.org/wiki/Passiflora
200,fruit,Fruit,pawpaw,pawpaw,Pawpaw,"Papaw, Common pawpaw",https://en.wikipedia.org/wiki/Asimina_triloba,Asiminia,https://en.wikipedia.org/wiki/Asimina
201,fruit,Fruit,peach,peach,Peach,Nectarine,https://en.wikipedia.org/wiki/Peach#Nectarines,Prunus,https://en.wikipedia.org/wiki/Prunus
202,fruit,Fruit,pear,pear,Pear,Pear,https://en.wikipedia.org/wiki/Pear,Pyrus,https://en.wikipedia.org/wiki/Pear
203,fruit,Fruit,pear-barlett,"pear, pear-bartlett",Bartlett Pear,"Williams pear, Bartlett Pear",https://en.wikipedia.org/wiki/Williams_pear,Pyrus Communis,https://en.wikipedia.org/wiki/Pyrus_communis
204,fruit,Fruit,pear-prickly,pear-prickly,Prickly Pear,Prickly Pear,https://en.wikipedia.org/wiki/Opuntia,Opuntia,https://en.wikipedia.org/wiki/Opuntia
205,fruit,Fruit,pepino,pepino,Pepino,Sweet Cucumber,https://en.wikipedia.org/wiki/Solanum_muricatum,Solanum,https://en.wikipedia.org/wiki/Solanum
206,fruit,Fruit,pineapple,pineapple,Pineapple,Ananas,https://en.wikipedia.org/wiki/Pineapple,Ananas,https://en.wikipedia.org/wiki/Ananas
207,fruit,Fruit,plum,"plum, plum-dried, plum-pickled",Plum,Plum,https://en.wikipedia.org/wiki/Plum,Prunus,https://en.wikipedia.org/wiki/Prunus
208,fruit,Fruit,plum-plumcothybrid,plum-plumcothybrid,Plumcot,"Apriums, Apriplums, Plumcots",https://en.wikipedia.org/wiki/Pluot,Prunus,https://en.wikipedia.org/wiki/Prunus
209,fruit,Fruit,pumpkin,pumpkin,Pumpkin,Pumpkin,https://en.wikipedia.org/wiki/Pumpkin,Cucurbita Pepo,https://en.wikipedia.org/wiki/Cucurbita_pepo
210,fruit,Fruit,quince,quince,Quince,Quince,https://en.wikipedia.org/wiki/Quince,Cydonia,https://en.wikipedia.org/wiki/Quince
211,fruit,Fruit,quince-chinese,quince-chinese,Chinese Quince,Chinese Quince,https://en.wikipedia.org/wiki/Pseudocydonia,Pseudocydonia,https://en.wikipedia.org/wiki/Pseudocydonia
212,fruit,Fruit,raisin,raisin,Raisin,"Dried grape, sultana, Currant",https://en.wikipedia.org/wiki/Raisin,Vitis Vinifera,https://en.wikipedia.org/wiki/Vitis_vinifera
213,fruit,Fruit,roseapple,roseapple,Roseapple,"Java apple, Semarang rose-apple, Wax jambu, Watery rose apple, Water apple, Bell fruit, Jamb, Java rose apple, Malay rose apple, Malay apple, Mountain apple, Rose apple, Otaheite apple, Pink satin-ash, Pommerac",https://en.wikipedia.org/wiki/Syzygium_samarangense,Syzygium,https://en.wikipedia.org/wiki/Syzygium
214,fruit,Fruit,sapodilla,sapodilla,Sapodilla,Zapota,https://en.wikipedia.org/wiki/Manilkara_zapota,Manilkara Zapota,https://en.wikipedia.org/wiki/Manilkara_zapota
215,fruit,Fruit,soursop,soursop,Soursop,Soursop,https://en.wikipedia.org/wiki/Soursop,Annona Muricata,https://en.wikipedia.org/wiki/Soursop
216,fruit,Fruit,spinelessmonkeyorange,spinelessmonkeyorange,Spineless Monkey Orange,Muquaqua,https://en.wikipedia.org/wiki/Strychnos_madagascariensis,Strychnos,https://en.wikipedia.org/wiki/Strychnos
217,fruit,Fruit,starfruit,starfruit,Starfruit,Carambola,https://en.wikipedia.org/wiki/Carambola,Averrhoa Carambola,https://en.wikipedia.org/wiki/Averrhoa_carambola
218,fruit,Fruit,tamarind,tamarind,Tamarind,Tamarind,https://en.wikipedia.org/wiki/Tamarind,Tamarind,https://en.wikipedia.org/wiki/Tamarind
219,fruit,Fruit,woodapple,woodapple,Woodapple,"Bael, Bengal quince, Golden apple, Japanese bitter orange",https://en.wikipedia.org/wiki/Aegle_marmelos,Aegle Marmelos,https://en.wikipedia.org/wiki/Aegle_marmelos
220,fruit-berry,Berry,berry,berry,Berry,Berry,https://en.wikipedia.org/wiki/Berry_(botany),Eudicots,https://en.wikipedia.org/wiki/Eudicots
221,fruit-berry,Berry,bilberry,bilberry,Bilberry,"Blaeberry, Whortleberry, Winberry, Whinberry, Wimberry, Whimberry",https://en.wikipedia.org/wiki/Bilberry,Vaccinium,https://en.wikipedia.org/wiki/Vaccinium
222,fruit-berry,Berry,blackberry,"blackberry, blackberry-cooked, blackberry-heated, blackberry-juice",Blackberry,Blackberry,https://en.wikipedia.org/wiki/Blackberry,Rubus,https://en.wikipedia.org/wiki/Rubus
223,fruit-berry,Berry,blueberry,"blueberry, blueberry-bog, blueberry-highbush, blueberry-rabbiteye",Blueberry,Cherry,https://en.wikipedia.org/wiki/Blueberry,Vaccinium,https://en.wikipedia.org/wiki/Vaccinium
224,fruit-berry,Berry,cherry,"cherry, cherry-juice",Cherry,Cherry,https://en.wikipedia.org/wiki/Cherry,Prunus,https://en.wikipedia.org/wiki/Prunus
225,fruit-berry,Berry,cherry-choke,cherry-choke,Bitter Cherry,"Bitter Berry, Virginia Bird Cherry, Western Chokecherry, Black Chokecherry",https://en.wikipedia.org/wiki/Prunus_virginiana,Prunus,https://en.wikipedia.org/wiki/Prunus
226,fruit-berry,Berry,cherry-morello,cherry-morello,Sour Cherry,"Sour Cherry, Tart Cherry, Dwarf Cherry",https://en.wikipedia.org/wiki/Prunus_cerasus,Prunus,https://en.wikipedia.org/wiki/Prunus
227,fruit-berry,Berry,cherry-sweet,cherry-sweet,Wild Cherry,"Wild Cherry, Gean",https://en.wikipedia.org/wiki/Prunus_avium,Prunus,https://en.wikipedia.org/wiki/Prunus
228,fruit-berry,Berry,cloudberry,cloudberry,Cloudberry,"Bakeapple, Kotberry, Knoutberry, Averin, Evron",https://en.wikipedia.org/wiki/Rubus_chamaemorus,Rubus,https://en.wikipedia.org/wiki/Rubus
229,fruit-berry,Berry,cranberry,"cranberry, cranberry-american, cranberry-european, cranberry-highbush",Cranberry,Cranberry,https://en.wikipedia.org/wiki/Cranberry,Vaccinium,https://en.wikipedia.org/wiki/Vaccinium
230,fruit-berry,Berry,gooseberry,"gooseberry, gooseberry-cape",Gooseberry,Gooseberry,https://en.wikipedia.org/wiki/Gooseberry,Ribes,https://en.wikipedia.org/wiki/Ribes
231,fruit-berry,Berry,lingonberry,lingonberry,Lingonberry,"Partridgeberry, Cowberry",https://en.wikipedia.org/wiki/Vaccinium_vitis-idaea,Vaccinium,https://en.wikipedia.org/wiki/Vaccinium
232,fruit-berry,Berry,loganberry,loganberry,Loganberry,Loganberry,https://en.wikipedia.org/wiki/Loganberry,Rubus Ãƒâ€” Loganobaccus,https://en.wikipedia.org/wiki/Loganberry
233,fruit-berry,Berry,raspberry,"raspberry, raspberry-arctic",Raspberry,Raspberry,https://en.wikipedia.org/wiki/Raspberry,Rubus,https://en.wikipedia.org/wiki/Rubus
234,fruit-berry,Berry,strawberry,"strawberry, strawberry-alpine, strawberry-aroma, strawberry-juice, strawberry-oil",Strawberry,Strawberry,https://en.wikipedia.org/wiki/Strawberry,Fragaria,https://en.wikipedia.org/wiki/Fragaria
235,fruit-berry,Berry,strawberry-jam,strawberry-jam,Strawberry Jam,Strawberry Jam,https://en.wikipedia.org/wiki/Fruit_preserves,Fragaria,https://en.wikipedia.org/wiki/Fragaria
236,fruit-citrus,Fruit Citrus,bergamot,"bergamot, bergamot-oil",Bergamot,Bergamot,https://en.wikipedia.org/wiki/Bergamot_orange,Citrus,https://en.wikipedia.org/wiki/Citrus
237,fruit-citrus,Fruit Citrus,citrus,"citrus-fruitjuice, citrus-fruits",Citrus Fruits,Citrus Fruits,https://en.wikipedia.org/wiki/Citrus,Citrus,https://en.wikipedia.org/wiki/Citrus
238,fruit-citrus,Fruit Citrus,grapefruit,"grapefruit, grapefruit-juice",Grapefruit,Grapefruit,https://en.wikipedia.org/wiki/Grapefruit,Citrus,https://en.wikipedia.org/wiki/Citrus
239,fruit-citrus,Fruit Citrus,kumquat,"kumquat, kumquat-peeloil",Kumquat,Cumquat,https://en.wikipedia.org/wiki/Kumquat,Citrus,https://en.wikipedia.org/wiki/Citrus
240,fruit-citrus,Fruit Citrus,lemon,"lemon, lemon-juice",Lemon,Lemon,https://en.wikipedia.org/wiki/Lemon,Citrus,https://en.wikipedia.org/wiki/Citrus
241,fruit-citrus,Fruit Citrus,lime,"lime, lime-limejuice",Lime,"West Indian lime, Bartender's Lime, Omani lime, Mexican Lime, Dayap, Bilolo",https://en.wikipedia.org/wiki/Key_lime,Citrus Ãƒâ€” Aurantiifolia,https://en.wikipedia.org/wiki/Key_lime
242,fruit-citrus,Fruit Citrus,mandarinorange,mandarinorange,Mandarin Orange,"Mandarin, Mandarine",https://en.wikipedia.org/wiki/Mandarin_orange,Citrus,https://en.wikipedia.org/wiki/Citrus
243,fruit-citrus,Fruit Citrus,satsumamandarin,satsumamandarin,Satsuma Orange,"Unshu mikan, Cold hardy mandarin, Satsuma mandarin, Satsuma orange, Tangerine",https://en.wikipedia.org/wiki/Citrus_unshiu,Citrus Unshiu,https://en.wikipedia.org/wiki/Citrus_unshiu
244,fruit-citrus,Fruit Citrus,tangerine,tangerine,Tangerine,Tangerine,https://en.wikipedia.org/wiki/Tangerine,Citrus Tangerina,https://en.wikipedia.org/wiki/Tangerine
245,fruit-essence,Fruit Essence,vanilla,vanilla-bourbon,Vanilla,Vanilla,https://en.wikipedia.org/wiki/Vanilla,Vanilla,https://en.wikipedia.org/wiki/Vanilla_(genus)
246,fungus,Fungus,mushroom,mushroom,Mushroom,Mushroom,https://en.wikipedia.org/wiki/Mushroom,Agaricus Bisporus,https://en.wikipedia.org/wiki/Agaricus_bisporus
247,fungus,Fungus,truffle,truffle,Truffle,Truffle,https://en.wikipedia.org/wiki/Truffle,Ascomycota,https://en.wikipedia.org/wiki/Ascomycota
248,herb,Herb,angelica,"angelica, angelica-rootoil, angelica-seedoil",Angelica,Garden Angelica,https://en.wikipedia.org/wiki/Angelica,Angelica,https://en.wikipedia.org/wiki/Angelica
249,herb,Herb,artemisia,artemisia,Artemisia,"Mugwort, Wormwood, Sagebrush",https://en.wikipedia.org/wiki/Artemisia_(genus),Artemisia,https://en.wikipedia.org/wiki/Artemisia_(genus)
250,herb,Herb,basil,"basil, basil-oil",Basil,Great Basil,https://en.wikipedia.org/wiki/Basil,Ocimum,https://en.wikipedia.org/wiki/Ocimum
251,herb,Herb,buckwheat,buckwheat,Buckwheat,"Common Buckwheat, Japanese Buckwheat, Silverhull Buckwheat",https://en.wikipedia.org/wiki/Buckwheat,Fagopyrum,https://en.wikipedia.org/wiki/Fagopyrum
252,herb,Herb,calamus,calamus,Calamus,Sweet Flag,https://en.wikipedia.org/wiki/Acorus_calamus,Acorus,https://en.wikipedia.org/wiki/Acorus
253,herb,Herb,chervil,chervil,Chervil,"Garden Chervil, French Parsley",https://en.wikipedia.org/wiki/Chervil,Anthriscus,https://en.wikipedia.org/wiki/Anthriscus
254,herb,Herb,coriander,"coriander, coriander-leaf, coriander-seed",Coriander,Coriander,https://en.wikipedia.org/wiki/Coriander,Coriandrum Sativum,https://en.wikipedia.org/wiki/Coriander
255,herb,Herb,cornmint,"cornmint, cornmint-oil",Cornmint,"Field Mint, Wild Mint",https://en.wikipedia.org/wiki/Mentha_arvensis,Mentha,https://en.wikipedia.org/wiki/Mentha
256,herb,Herb,dill,"dill, dill-herb, dill-seed",Dill,Dill,https://en.wikipedia.org/wiki/Dill,Apiaceae,https://en.wikipedia.org/wiki/Apiaceae
257,herb,Herb,fennel,"fennel, fennel-oil",Fennel,Fennel,https://en.wikipedia.org/wiki/Fennel,Foeniculum Vulgare,https://en.wikipedia.org/wiki/Fennel
258,herb,Herb,fenugreek,fenugreek,Fenugreek,Fenugreek,https://en.wikipedia.org/wiki/Fenugreek,Trigonella Foenum-Graecum,https://en.wikipedia.org/wiki/Fenugreek
259,herb,Herb,garlic,"garlic, garlic-fried, garlic-oil",Garlic,Garlic,https://en.wikipedia.org/wiki/Garlic,Allium,https://en.wikipedia.org/wiki/Allium
260,herb,Herb,lemonbalm,lemonbalm,Lemon Balm,"Balm, Common balm, Balm mint ",https://en.wikipedia.org/wiki/Lemon_balm,Melissa Officinalis,https://en.wikipedia.org/wiki/Lemon_balm
261,herb,Herb,liquorice,liquorice,Liqourice,Licorice,https://en.wikipedia.org/wiki/Liquorice,Glycyrrhiza Glabra,https://en.wikipedia.org/wiki/Liquorice
262,herb,Herb,mint,mint,Mint,Mint,https://en.wikipedia.org/wiki/Lamiaceae,Lamiaceae,https://en.wikipedia.org/wiki/Lamiaceae
263,herb,Herb,rhubarb,rhubarb,Rhubarb,Rhubarb,https://en.wikipedia.org/wiki/Rhubarb,Rheum,https://en.wikipedia.org/wiki/Rheum_(plant)
264,herb,Herb,rosemary,"rosemary, rosemary-oil",Rosemary,Anthos,https://en.wikipedia.org/wiki/Rosemary,Rosmarinus,https://en.wikipedia.org/wiki/Rosmarinus
265,herb,Herb,sage,sage,Sage,"Garden sage, Common sage, Culinary sage",https://en.wikipedia.org/wiki/Salvia_officinalis,Salvia,https://en.wikipedia.org/wiki/Salvia
266,herb,Herb,spearmint-oil,spearmint-oil,Spearmint,"Garden mint, Common mint, Lamb mint, Mackerel mint",https://en.wikipedia.org/wiki/Spearmint,Mentha,https://en.wikipedia.org/wiki/Mentha
267,herb,Herb,spearmint-scotch,spearmint-scotch,Scotch Spearmint,Scotch Spearmint,https://en.wikipedia.org/wiki/Mentha_%C3%97_gracilis,Scotch Spearmint,https://en.wikipedia.org/wiki/Mentha_%C3%97_gracilis
268,herb,Herb,tarragon,tarragon,Tarragon,Estragon,https://en.wikipedia.org/wiki/Tarragon,Artemisia,https://en.wikipedia.org/wiki/Artemisia_(genus)
269,herb,Herb,thyme,thyme,Thyme,Thyme,https://en.wikipedia.org/wiki/Thyme,Thymus,https://en.wikipedia.org/wiki/Thymus_(plant)
270,meat,Meat,beef,"beef, beef-canned, beef-extract, beef-liver, beef-fat",Beef,Beef,https://en.wikipedia.org/wiki/Beef,Cattle,https://en.wikipedia.org/wiki/Cattle
271,meat,Meat,beef-processed,"beef, beef-boiled, beef-broth, beef-cooked, beef-fried, beef-grilled, beef-heated, beef-roasted, beef-tallow",Beef Processed,Processed Beef,https://en.wikipedia.org/wiki/Beef,Cattle,https://en.wikipedia.org/wiki/Cattle
272,meat,Meat,chicken,"chicken, chicken-boiled, chicken-broth, chicken-cooked, chicken-fat, chicken-fried, chicken-liver, chicken-roasted",Chicken,Chicken,https://en.wikipedia.org/wiki/Chicken,Fowl,https://en.wikipedia.org/wiki/Fowl
273,dish,Dish,frankfurter,frankfurter,Frankfurter Sausage,Frankfurt Sausage,https://en.wikipedia.org/wiki/Frankfurter_W%C3%BCrstchen,Domestic Pig,https://en.wikipedia.org/wiki/Domestic_pig
274,meat,Meat,ham,"ham, ham-cured, ham-pickled",Ham,Ham,https://en.wikipedia.org/wiki/Ham,Domestic Pig,https://en.wikipedia.org/wiki/Domestic_pig
